Temperature,Humidity,Value,Opponent,Country,StatsName,FullName,Temperature_zscore,Humidity_zscore,Average_zscore
28,45,1.0,Switzerland,Turkey,Fouls committed,,0.9999660320317619,-0.9999660320317815,-9.769962616701378e-15
28,45,1.0,Switzerland,Turkey,Fouls committed,,0.9999660320317619,-0.9999660320317815,-9.769962616701378e-15
28,45,0.0,Switzerland,Turkey,Yellow cards,,0.9999660320317619,-0.9999660320317815,-9.769962616701378e-15
28,45,0.0,Switzerland,Turkey,Yellow cards,,0.9999660320317619,-0.9999660320317815,-9.769962616701378e-15
28,45,0.0,Switzerland,Turkey,Yellow cards,,0.9999660320317619,-0.9999660320317815,-9.769962616701378e-15
28,45,0.0,Switzerland,Turkey,Yellow cards,,0.9999660320317619,-0.9999660320317815,-9.769962616701378e-15
28,45,0.0,Switzerland,Turkey,Yellow cards,,0.9999660320317619,-0.9999660320317815,-9.769962616701378e-15
28,45,0.0,Switzerland,Turkey,Yellow cards,,0.9999660320317619,-0.9999660320317815,-9.769962616701378e-15
28,45,0.0,Switzerland,Turkey,Yellow cards,,0.9999660320317619,-0.9999660320317815,-9.769962616701378e-15
28,45,0.0,Switzerland,Turkey,Yellow cards,,0.9999660320317619,-0.9999660320317815,-9.769962616701378e-15
28,45,0.0,Switzerland,Turkey,Yellow cards,,0.9999660320317619,-0.9999660320317815,-9.769962616701378e-15
28,45,0.0,Switzerland,Turkey,Yellow cards,,0.9999660320317619,-0.9999660320317815,-9.769962616701378e-15
28,45,0.0,Switzerland,Turkey,Yellow cards,,0.9999660320317619,-0.9999660320317815,-9.769962616701378e-15
28,45,0.0,Switzerland,Turkey,Yellow cards,,0.9999660320317619,-0.9999660320317815,-9.769962616701378e-15
28,45,0.0,Switzerland,Turkey,Yellow cards,,0.9999660320317619,-0.9999660320317815,-9.769962616701378e-15
28,45,0.0,Switzerland,Turkey,Yellow cards,,0.9999660320317619,-0.9999660320317815,-9.769962616701378e-15
28,45,0.0,Switzerland,Turkey,Yellow cards,,0.9999660320317619,-0.9999660320317815,-9.769962616701378e-15
28,45,0.0,Switzerland,Turkey,Yellow cards,,0.9999660320317619,-0.9999660320317815,-9.769962616701378e-15
28,45,0.0,Switzerland,Turkey,Yellow cards,,0.9999660320317619,-0.9999660320317815,-9.769962616701378e-15
28,45,0.0,Switzerland,Turkey,Yellow cards,,0.9999660320317619,-0.9999660320317815,-9.769962616701378e-15
28,45,0.0,Switzerland,Turkey,Yellow cards,,0.9999660320317619,-0.9999660320317815,-9.769962616701378e-15
28,45,0.0,Switzerland,Turkey,Yellow cards,,0.9999660320317619,-0.9999660320317815,-9.769962616701378e-15
28,45,0.0,Switzerland,Turkey,Yellow cards,,0.9999660320317619,-0.9999660320317815,-9.769962616701378e-15
28,45,0.0,Switzerland,Turkey,Yellow cards,,0.9999660320317619,-0.9999660320317815,-9.769962616701378e-15
28,45,0.0,Switzerland,Turkey,Yellow cards,,0.9999660320317619,-0.9999660320317815,-9.769962616701378e-15
28,45,0.0,Switzerland,Turkey,Red cards,,0.9999660320317619,-0.9999660320317815,-9.769962616701378e-15
28,45,0.0,Switzerland,Turkey,Red cards,,0.9999660320317619,-0.9999660320317815,-9.769962616701378e-15
28,45,0.0,Switzerland,Turkey,Red cards,,0.9999660320317619,-0.9999660320317815,-9.769962616701378e-15
28,45,0.0,Switzerland,Turkey,Red cards,,0.9999660320317619,-0.9999660320317815,-9.769962616701378e-15
28,45,0.0,Switzerland,Turkey,Red cards,,0.9999660320317619,-0.9999660320317815,-9.769962616701378e-15
28,45,0.0,Switzerland,Turkey,Red cards,,0.9999660320317619,-0.9999660320317815,-9.769962616701378e-15
28,45,0.0,Switzerland,Turkey,Red cards,,0.9999660320317619,-0.9999660320317815,-9.769962616701378e-15
28,45,0.0,Switzerland,Turkey,Red cards,,0.9999660320317619,-0.9999660320317815,-9.769962616701378e-15
28,45,0.0,Switzerland,Turkey,Red cards,,0.9999660320317619,-0.9999660320317815,-9.769962616701378e-15
28,45,0.0,Switzerland,Turkey,Red cards,,0.9999660320317619,-0.9999660320317815,-9.769962616701378e-15
28,45,0.0,Switzerland,Turkey,Red cards,,0.9999660320317619,-0.9999660320317815,-9.769962616701378e-15
28,45,0.0,Switzerland,Turkey,Red cards,,0.9999660320317619,-0.9999660320317815,-9.769962616701378e-15
28,45,0.0,Switzerland,Turkey,Red cards,,0.9999660320317619,-0.9999660320317815,-9.769962616701378e-15
28,45,0.0,Switzerland,Turkey,Red cards,,0.9999660320317619,-0.9999660320317815,-9.769962616701378e-15
28,45,0.0,Switzerland,Turkey,Red cards,,0.9999660320317619,-0.9999660320317815,-9.769962616701378e-15
28,45,0.0,Switzerland,Turkey,Red cards,,0.9999660320317619,-0.9999660320317815,-9.769962616701378e-15
28,45,0.0,Switzerland,Turkey,Red cards,,0.9999660320317619,-0.9999660320317815,-9.769962616701378e-15
28,45,0.0,Switzerland,Turkey,Red cards,,0.9999660320317619,-0.9999660320317815,-9.769962616701378e-15
28,45,0.0,Switzerland,Turkey,Red cards,,0.9999660320317619,-0.9999660320317815,-9.769962616701378e-15
28,45,0.0,Switzerland,Turkey,Red cards,,0.9999660320317619,-0.9999660320317815,-9.769962616701378e-15
28,45,0.0,Switzerland,Turkey,Red cards,,0.9999660320317619,-0.9999660320317815,-9.769962616701378e-15
28,45,0.0,Switzerland,Turkey,Red cards,,0.9999660320317619,-0.9999660320317815,-9.769962616701378e-15
28,45,0.0,Switzerland,Turkey,Red cards,,0.9999660320317619,-0.9999660320317815,-9.769962616701378e-15
28,45,11.0,Switzerland,Turkey,Passes completed,,0.9999660320317619,-0.9999660320317815,-9.769962616701378e-15
28,45,11.0,Switzerland,Turkey,Passes completed,,0.9999660320317619,-0.9999660320317815,-9.769962616701378e-15
28,45,11.0,Switzerland,Turkey,Passes completed,,0.9999660320317619,-0.9999660320317815,-9.769962616701378e-15
28,45,11.0,Switzerland,Turkey,Passes completed,,0.9999660320317619,-0.9999660320317815,-9.769962616701378e-15
28,45,11.0,Switzerland,Turkey,Passes completed,,0.9999660320317619,-0.9999660320317815,-9.769962616701378e-15
28,45,11.0,Switzerland,Turkey,Passes completed,,0.9999660320317619,-0.9999660320317815,-9.769962616701378e-15
28,45,11.0,Switzerland,Turkey,Passes completed,,0.9999660320317619,-0.9999660320317815,-9.769962616701378e-15
28,45,11.0,Switzerland,Turkey,Passes completed,,0.9999660320317619,-0.9999660320317815,-9.769962616701378e-15
28,45,11.0,Switzerland,Turkey,Passes completed,,0.9999660320317619,-0.9999660320317815,-9.769962616701378e-15
28,45,11.0,Switzerland,Turkey,Passes completed,,0.9999660320317619,-0.9999660320317815,-9.769962616701378e-15
28,45,11.0,Switzerland,Turkey,Passes completed,,0.9999660320317619,-0.9999660320317815,-9.769962616701378e-15
28,45,11.0,Switzerland,Turkey,Passes completed,,0.9999660320317619,-0.9999660320317815,-9.769962616701378e-15
28,45,11.0,Switzerland,Turkey,Passes completed,,0.9999660320317619,-0.9999660320317815,-9.769962616701378e-15
28,45,11.0,Switzerland,Turkey,Passes completed,,0.9999660320317619,-0.9999660320317815,-9.769962616701378e-15
28,45,11.0,Switzerland,Turkey,Passes completed,,0.9999660320317619,-0.9999660320317815,-9.769962616701378e-15
28,45,11.0,Switzerland,Turkey,Passes completed,,0.9999660320317619,-0.9999660320317815,-9.769962616701378e-15
28,45,11.0,Switzerland,Turkey,Passes completed,,0.9999660320317619,-0.9999660320317815,-9.769962616701378e-15
28,45,11.0,Switzerland,Turkey,Passes completed,,0.9999660320317619,-0.9999660320317815,-9.769962616701378e-15
28,45,11.0,Switzerland,Turkey,Passes completed,,0.9999660320317619,-0.9999660320317815,-9.769962616701378e-15
28,45,11.0,Switzerland,Turkey,Passes completed,,0.9999660320317619,-0.9999660320317815,-9.769962616701378e-15
28,45,11.0,Switzerland,Turkey,Passes completed,,0.9999660320317619,-0.9999660320317815,-9.769962616701378e-15
28,45,11.0,Switzerland,Turkey,Passes completed,,0.9999660320317619,-0.9999660320317815,-9.769962616701378e-15
28,45,11.0,Switzerland,Turkey,Passes completed,,0.9999660320317619,-0.9999660320317815,-9.769962616701378e-15
28,45,92.0,Switzerland,Turkey,Passes accuracy,,0.9999660320317619,-0.9999660320317815,-9.769962616701378e-15
28,45,92.0,Switzerland,Turkey,Passes accuracy,,0.9999660320317619,-0.9999660320317815,-9.769962616701378e-15
28,45,92.0,Switzerland,Turkey,Passes accuracy,,0.9999660320317619,-0.9999660320317815,-9.769962616701378e-15
28,45,92.0,Switzerland,Turkey,Passes accuracy,,0.9999660320317619,-0.9999660320317815,-9.769962616701378e-15
28,45,92.0,Switzerland,Turkey,Passes accuracy,,0.9999660320317619,-0.9999660320317815,-9.769962616701378e-15
28,45,92.0,Switzerland,Turkey,Passes accuracy,,0.9999660320317619,-0.9999660320317815,-9.769962616701378e-15
28,45,92.0,Switzerland,Turkey,Passes accuracy,,0.9999660320317619,-0.9999660320317815,-9.769962616701378e-15
28,45,92.0,Switzerland,Turkey,Passes accuracy,,0.9999660320317619,-0.9999660320317815,-9.769962616701378e-15
28,45,92.0,Switzerland,Turkey,Passes accuracy,,0.9999660320317619,-0.9999660320317815,-9.769962616701378e-15
28,45,92.0,Switzerland,Turkey,Passes accuracy,,0.9999660320317619,-0.9999660320317815,-9.769962616701378e-15
28,45,92.0,Switzerland,Turkey,Passes accuracy,,0.9999660320317619,-0.9999660320317815,-9.769962616701378e-15
28,45,92.0,Switzerland,Turkey,Passes accuracy,,0.9999660320317619,-0.9999660320317815,-9.769962616701378e-15
28,45,92.0,Switzerland,Turkey,Passes accuracy,,0.9999660320317619,-0.9999660320317815,-9.769962616701378e-15
28,45,92.0,Switzerland,Turkey,Passes accuracy,,0.9999660320317619,-0.9999660320317815,-9.769962616701378e-15
28,45,92.0,Switzerland,Turkey,Passes accuracy,,0.9999660320317619,-0.9999660320317815,-9.769962616701378e-15
28,45,92.0,Switzerland,Turkey,Passes accuracy,,0.9999660320317619,-0.9999660320317815,-9.769962616701378e-15
28,45,92.0,Switzerland,Turkey,Passes accuracy,,0.9999660320317619,-0.9999660320317815,-9.769962616701378e-15
28,45,92.0,Switzerland,Turkey,Passes accuracy,,0.9999660320317619,-0.9999660320317815,-9.769962616701378e-15
28,45,92.0,Switzerland,Turkey,Passes accuracy,,0.9999660320317619,-0.9999660320317815,-9.769962616701378e-15
28,45,92.0,Switzerland,Turkey,Passes accuracy,,0.9999660320317619,-0.9999660320317815,-9.769962616701378e-15
28,45,92.0,Switzerland,Turkey,Passes accuracy,,0.9999660320317619,-0.9999660320317815,-9.769962616701378e-15
28,45,92.0,Switzerland,Turkey,Passes accuracy,,0.9999660320317619,-0.9999660320317815,-9.769962616701378e-15
28,45,92.0,Switzerland,Turkey,Passes accuracy,,0.9999660320317619,-0.9999660320317815,-9.769962616701378e-15
28,45,3233.0,Switzerland,Turkey,Distance covered (m),,0.9999660320317619,-0.9999660320317815,-9.769962616701378e-15
28,45,3233.0,Switzerland,Turkey,Distance covered (m),,0.9999660320317619,-0.9999660320317815,-9.769962616701378e-15
28,45,3233.0,Switzerland,Turkey,Distance covered (m),,0.9999660320317619,-0.9999660320317815,-9.769962616701378e-15
28,45,3233.0,Switzerland,Turkey,Distance covered (m),,0.9999660320317619,-0.9999660320317815,-9.769962616701378e-15
28,45,3233.0,Switzerland,Turkey,Distance covered (m),,0.9999660320317619,-0.9999660320317815,-9.769962616701378e-15
28,45,3233.0,Switzerland,Turkey,Distance covered (m),,0.9999660320317619,-0.9999660320317815,-9.769962616701378e-15
28,45,3233.0,Switzerland,Turkey,Distance covered (m),,0.9999660320317619,-0.9999660320317815,-9.769962616701378e-15
28,45,3233.0,Switzerland,Turkey,Distance covered (m),,0.9999660320317619,-0.9999660320317815,-9.769962616701378e-15
28,45,3233.0,Switzerland,Turkey,Distance covered (m),,0.9999660320317619,-0.9999660320317815,-9.769962616701378e-15
28,45,3233.0,Switzerland,Turkey,Distance covered (m),,0.9999660320317619,-0.9999660320317815,-9.769962616701378e-15
28,45,3233.0,Switzerland,Turkey,Distance covered (m),,0.9999660320317619,-0.9999660320317815,-9.769962616701378e-15
28,45,3233.0,Switzerland,Turkey,Distance covered (m),,0.9999660320317619,-0.9999660320317815,-9.769962616701378e-15
28,45,3233.0,Switzerland,Turkey,Distance covered (m),,0.9999660320317619,-0.9999660320317815,-9.769962616701378e-15
28,45,3233.0,Switzerland,Turkey,Distance covered (m),,0.9999660320317619,-0.9999660320317815,-9.769962616701378e-15
28,45,3233.0,Switzerland,Turkey,Distance covered (m),,0.9999660320317619,-0.9999660320317815,-9.769962616701378e-15
28,45,3233.0,Switzerland,Turkey,Distance covered (m),,0.9999660320317619,-0.9999660320317815,-9.769962616701378e-15
28,45,3233.0,Switzerland,Turkey,Distance covered (m),,0.9999660320317619,-0.9999660320317815,-9.769962616701378e-15
28,45,3233.0,Switzerland,Turkey,Distance covered (m),,0.9999660320317619,-0.9999660320317815,-9.769962616701378e-15
28,45,3233.0,Switzerland,Turkey,Distance covered (m),,0.9999660320317619,-0.9999660320317815,-9.769962616701378e-15
28,45,3233.0,Switzerland,Turkey,Distance covered (m),,0.9999660320317619,-0.9999660320317815,-9.769962616701378e-15
28,45,3233.0,Switzerland,Turkey,Distance covered (m),,0.9999660320317619,-0.9999660320317815,-9.769962616701378e-15
28,45,3233.0,Switzerland,Turkey,Distance covered (m),,0.9999660320317619,-0.9999660320317815,-9.769962616701378e-15
28,45,3233.0,Switzerland,Turkey,Distance covered (m),,0.9999660320317619,-0.9999660320317815,-9.769962616701378e-15
28,45,1023.0,Switzerland,Turkey,Distance covered in possession (m),,0.9999660320317619,-0.9999660320317815,-9.769962616701378e-15
28,45,1023.0,Switzerland,Turkey,Distance covered in possession (m),,0.9999660320317619,-0.9999660320317815,-9.769962616701378e-15
28,45,1023.0,Switzerland,Turkey,Distance covered in possession (m),,0.9999660320317619,-0.9999660320317815,-9.769962616701378e-15
28,45,1023.0,Switzerland,Turkey,Distance covered in possession (m),,0.9999660320317619,-0.9999660320317815,-9.769962616701378e-15
28,45,1023.0,Switzerland,Turkey,Distance covered in possession (m),,0.9999660320317619,-0.9999660320317815,-9.769962616701378e-15
28,45,1023.0,Switzerland,Turkey,Distance covered in possession (m),,0.9999660320317619,-0.9999660320317815,-9.769962616701378e-15
28,45,1023.0,Switzerland,Turkey,Distance covered in possession (m),,0.9999660320317619,-0.9999660320317815,-9.769962616701378e-15
28,45,1023.0,Switzerland,Turkey,Distance covered in possession (m),,0.9999660320317619,-0.9999660320317815,-9.769962616701378e-15
28,45,1023.0,Switzerland,Turkey,Distance covered in possession (m),,0.9999660320317619,-0.9999660320317815,-9.769962616701378e-15
28,45,1023.0,Switzerland,Turkey,Distance covered in possession (m),,0.9999660320317619,-0.9999660320317815,-9.769962616701378e-15
28,45,1023.0,Switzerland,Turkey,Distance covered in possession (m),,0.9999660320317619,-0.9999660320317815,-9.769962616701378e-15
28,45,1023.0,Switzerland,Turkey,Distance covered in possession (m),,0.9999660320317619,-0.9999660320317815,-9.769962616701378e-15
28,45,1023.0,Switzerland,Turkey,Distance covered in possession (m),,0.9999660320317619,-0.9999660320317815,-9.769962616701378e-15
28,45,1023.0,Switzerland,Turkey,Distance covered in possession (m),,0.9999660320317619,-0.9999660320317815,-9.769962616701378e-15
28,45,1023.0,Switzerland,Turkey,Distance covered in possession (m),,0.9999660320317619,-0.9999660320317815,-9.769962616701378e-15
28,45,1023.0,Switzerland,Turkey,Distance covered in possession (m),,0.9999660320317619,-0.9999660320317815,-9.769962616701378e-15
28,45,1023.0,Switzerland,Turkey,Distance covered in possession (m),,0.9999660320317619,-0.9999660320317815,-9.769962616701378e-15
28,45,1023.0,Switzerland,Turkey,Distance covered in possession (m),,0.9999660320317619,-0.9999660320317815,-9.769962616701378e-15
28,45,1023.0,Switzerland,Turkey,Distance covered in possession (m),,0.9999660320317619,-0.9999660320317815,-9.769962616701378e-15
28,45,1023.0,Switzerland,Turkey,Distance covered in possession (m),,0.9999660320317619,-0.9999660320317815,-9.769962616701378e-15
28,45,1023.0,Switzerland,Turkey,Distance covered in possession (m),,0.9999660320317619,-0.9999660320317815,-9.769962616701378e-15
28,45,1023.0,Switzerland,Turkey,Distance covered in possession (m),,0.9999660320317619,-0.9999660320317815,-9.769962616701378e-15
28,45,1023.0,Switzerland,Turkey,Distance covered in possession (m),,0.9999660320317619,-0.9999660320317815,-9.769962616701378e-15
28,45,27.0,Switzerland,Turkey,Top Speed (Km/h),,0.9999660320317619,-0.9999660320317815,-9.769962616701378e-15
28,45,27.0,Switzerland,Turkey,Top Speed (Km/h),,0.9999660320317619,-0.9999660320317815,-9.769962616701378e-15
28,45,27.0,Switzerland,Turkey,Top Speed (Km/h),,0.9999660320317619,-0.9999660320317815,-9.769962616701378e-15
28,45,27.0,Switzerland,Turkey,Top Speed (Km/h),,0.9999660320317619,-0.9999660320317815,-9.769962616701378e-15
28,45,27.0,Switzerland,Turkey,Top Speed (Km/h),,0.9999660320317619,-0.9999660320317815,-9.769962616701378e-15
28,45,27.0,Switzerland,Turkey,Top Speed (Km/h),,0.9999660320317619,-0.9999660320317815,-9.769962616701378e-15
28,45,27.0,Switzerland,Turkey,Top Speed (Km/h),,0.9999660320317619,-0.9999660320317815,-9.769962616701378e-15
28,45,27.0,Switzerland,Turkey,Top Speed (Km/h),,0.9999660320317619,-0.9999660320317815,-9.769962616701378e-15
28,45,27.0,Switzerland,Turkey,Top Speed (Km/h),,0.9999660320317619,-0.9999660320317815,-9.769962616701378e-15
28,45,27.0,Switzerland,Turkey,Top Speed (Km/h),,0.9999660320317619,-0.9999660320317815,-9.769962616701378e-15
28,45,27.0,Switzerland,Turkey,Top Speed (Km/h),,0.9999660320317619,-0.9999660320317815,-9.769962616701378e-15
28,45,27.0,Switzerland,Turkey,Top Speed (Km/h),,0.9999660320317619,-0.9999660320317815,-9.769962616701378e-15
28,45,27.0,Switzerland,Turkey,Top Speed (Km/h),,0.9999660320317619,-0.9999660320317815,-9.769962616701378e-15
28,45,27.0,Switzerland,Turkey,Top Speed (Km/h),,0.9999660320317619,-0.9999660320317815,-9.769962616701378e-15
28,45,27.0,Switzerland,Turkey,Top Speed (Km/h),,0.9999660320317619,-0.9999660320317815,-9.769962616701378e-15
28,45,27.0,Switzerland,Turkey,Top Speed (Km/h),,0.9999660320317619,-0.9999660320317815,-9.769962616701378e-15
28,45,27.0,Switzerland,Turkey,Top Speed (Km/h),,0.9999660320317619,-0.9999660320317815,-9.769962616701378e-15
28,45,27.0,Switzerland,Turkey,Top Speed (Km/h),,0.9999660320317619,-0.9999660320317815,-9.769962616701378e-15
28,45,27.0,Switzerland,Turkey,Top Speed (Km/h),,0.9999660320317619,-0.9999660320317815,-9.769962616701378e-15
28,45,27.0,Switzerland,Turkey,Top Speed (Km/h),,0.9999660320317619,-0.9999660320317815,-9.769962616701378e-15
28,45,27.0,Switzerland,Turkey,Top Speed (Km/h),,0.9999660320317619,-0.9999660320317815,-9.769962616701378e-15
28,45,27.0,Switzerland,Turkey,Top Speed (Km/h),,0.9999660320317619,-0.9999660320317815,-9.769962616701378e-15
28,45,27.0,Switzerland,Turkey,Top Speed (Km/h),,0.9999660320317619,-0.9999660320317815,-9.769962616701378e-15
28,45,0.0,Switzerland,Turkey,Own-goals,,0.9999660320317619,-0.9999660320317815,-9.769962616701378e-15
28,45,0.0,Switzerland,Turkey,Own-goals,,0.9999660320317619,-0.9999660320317815,-9.769962616701378e-15
28,45,0.0,Switzerland,Turkey,Own-goals,,0.9999660320317619,-0.9999660320317815,-9.769962616701378e-15
28,45,0.0,Switzerland,Turkey,Own-goals,,0.9999660320317619,-0.9999660320317815,-9.769962616701378e-15
28,45,0.0,Switzerland,Turkey,Own-goals,,0.9999660320317619,-0.9999660320317815,-9.769962616701378e-15
28,45,0.0,Switzerland,Turkey,Own-goals,,0.9999660320317619,-0.9999660320317815,-9.769962616701378e-15
28,45,0.0,Switzerland,Turkey,Own-goals,,0.9999660320317619,-0.9999660320317815,-9.769962616701378e-15
28,45,0.0,Switzerland,Turkey,Own-goals,,0.9999660320317619,-0.9999660320317815,-9.769962616701378e-15
28,45,0.0,Switzerland,Turkey,Own-goals,,0.9999660320317619,-0.9999660320317815,-9.769962616701378e-15
28,45,0.0,Switzerland,Turkey,Own-goals,,0.9999660320317619,-0.9999660320317815,-9.769962616701378e-15
28,45,0.0,Switzerland,Turkey,Own-goals,,0.9999660320317619,-0.9999660320317815,-9.769962616701378e-15
28,45,0.0,Switzerland,Turkey,Own-goals,,0.9999660320317619,-0.9999660320317815,-9.769962616701378e-15
28,45,0.0,Switzerland,Turkey,Own-goals,,0.9999660320317619,-0.9999660320317815,-9.769962616701378e-15
28,45,0.0,Switzerland,Turkey,Own-goals,,0.9999660320317619,-0.9999660320317815,-9.769962616701378e-15
28,45,0.0,Switzerland,Turkey,Own-goals,,0.9999660320317619,-0.9999660320317815,-9.769962616701378e-15
28,45,0.0,Switzerland,Turkey,Own-goals,,0.9999660320317619,-0.9999660320317815,-9.769962616701378e-15
28,45,0.0,Switzerland,Turkey,Own-goals,,0.9999660320317619,-0.9999660320317815,-9.769962616701378e-15
28,45,0.0,Switzerland,Turkey,Own-goals,,0.9999660320317619,-0.9999660320317815,-9.769962616701378e-15
28,45,0.0,Switzerland,Turkey,Own-goals,,0.9999660320317619,-0.9999660320317815,-9.769962616701378e-15
28,45,0.0,Switzerland,Turkey,Own-goals,,0.9999660320317619,-0.9999660320317815,-9.769962616701378e-15
28,45,0.0,Switzerland,Turkey,Own-goals,,0.9999660320317619,-0.9999660320317815,-9.769962616701378e-15
28,45,0.0,Switzerland,Turkey,Own-goals,,0.9999660320317619,-0.9999660320317815,-9.769962616701378e-15
28,45,0.0,Switzerland,Turkey,Own-goals,,0.9999660320317619,-0.9999660320317815,-9.769962616701378e-15
28,45,0.0,Switzerland,Turkey,Goals conceded,,0.9999660320317619,-0.9999660320317815,-9.769962616701378e-15
28,45,0.0,Switzerland,Turkey,Goals conceded,,0.9999660320317619,-0.9999660320317815,-9.769962616701378e-15
28,45,0.0,Switzerland,Turkey,Goals conceded,,0.9999660320317619,-0.9999660320317815,-9.769962616701378e-15
28,45,0.0,Switzerland,Turkey,Goals conceded,,0.9999660320317619,-0.9999660320317815,-9.769962616701378e-15
28,45,0.0,Switzerland,Turkey,Goals conceded,,0.9999660320317619,-0.9999660320317815,-9.769962616701378e-15
28,45,0.0,Switzerland,Turkey,Goals conceded,,0.9999660320317619,-0.9999660320317815,-9.769962616701378e-15
28,45,0.0,Switzerland,Turkey,Goals conceded,,0.9999660320317619,-0.9999660320317815,-9.769962616701378e-15
28,45,0.0,Switzerland,Turkey,Goals conceded,,0.9999660320317619,-0.9999660320317815,-9.769962616701378e-15
28,45,0.0,Switzerland,Turkey,Goals conceded,,0.9999660320317619,-0.9999660320317815,-9.769962616701378e-15
28,45,0.0,Switzerland,Turkey,Goals conceded,,0.9999660320317619,-0.9999660320317815,-9.769962616701378e-15
28,45,0.0,Switzerland,Turkey,Goals conceded,,0.9999660320317619,-0.9999660320317815,-9.769962616701378e-15
28,45,0.0,Switzerland,Turkey,Goals conceded,,0.9999660320317619,-0.9999660320317815,-9.769962616701378e-15
28,45,0.0,Switzerland,Turkey,Goals conceded,,0.9999660320317619,-0.9999660320317815,-9.769962616701378e-15
28,45,0.0,Switzerland,Turkey,Goals conceded,,0.9999660320317619,-0.9999660320317815,-9.769962616701378e-15
28,45,0.0,Switzerland,Turkey,Goals conceded,,0.9999660320317619,-0.9999660320317815,-9.769962616701378e-15
28,45,0.0,Switzerland,Turkey,Goals conceded,,0.9999660320317619,-0.9999660320317815,-9.769962616701378e-15
28,45,0.0,Switzerland,Turkey,Goals conceded,,0.9999660320317619,-0.9999660320317815,-9.769962616701378e-15
28,45,0.0,Switzerland,Turkey,Goals conceded,,0.9999660320317619,-0.9999660320317815,-9.769962616701378e-15
28,45,0.0,Switzerland,Turkey,Goals conceded,,0.9999660320317619,-0.9999660320317815,-9.769962616701378e-15
28,45,0.0,Switzerland,Turkey,Goals conceded,,0.9999660320317619,-0.9999660320317815,-9.769962616701378e-15
28,45,0.0,Switzerland,Turkey,Goals conceded,,0.9999660320317619,-0.9999660320317815,-9.769962616701378e-15
28,45,0.0,Switzerland,Turkey,Goals conceded,,0.9999660320317619,-0.9999660320317815,-9.769962616701378e-15
28,45,0.0,Switzerland,Turkey,Goals conceded,,0.9999660320317619,-0.9999660320317815,-9.769962616701378e-15
28,45,0.0,Switzerland,Turkey,Goals,,0.9999660320317619,-0.9999660320317815,-9.769962616701378e-15
28,45,0.0,Switzerland,Turkey,Goals,,0.9999660320317619,-0.9999660320317815,-9.769962616701378e-15
28,45,0.0,Switzerland,Turkey,Goals,,0.9999660320317619,-0.9999660320317815,-9.769962616701378e-15
28,45,0.0,Switzerland,Turkey,Goals,,0.9999660320317619,-0.9999660320317815,-9.769962616701378e-15
28,45,0.0,Switzerland,Turkey,Goals,,0.9999660320317619,-0.9999660320317815,-9.769962616701378e-15
28,45,0.0,Switzerland,Turkey,Goals,,0.9999660320317619,-0.9999660320317815,-9.769962616701378e-15
28,45,0.0,Switzerland,Turkey,Goals,,0.9999660320317619,-0.9999660320317815,-9.769962616701378e-15
28,45,0.0,Switzerland,Turkey,Goals,,0.9999660320317619,-0.9999660320317815,-9.769962616701378e-15
28,45,0.0,Switzerland,Turkey,Goals,,0.9999660320317619,-0.9999660320317815,-9.769962616701378e-15
28,45,0.0,Switzerland,Turkey,Goals,,0.9999660320317619,-0.9999660320317815,-9.769962616701378e-15
28,45,0.0,Switzerland,Turkey,Goals,,0.9999660320317619,-0.9999660320317815,-9.769962616701378e-15
28,45,0.0,Switzerland,Turkey,Goals,,0.9999660320317619,-0.9999660320317815,-9.769962616701378e-15
28,45,0.0,Switzerland,Turkey,Goals,,0.9999660320317619,-0.9999660320317815,-9.769962616701378e-15
28,45,0.0,Switzerland,Turkey,Goals,,0.9999660320317619,-0.9999660320317815,-9.769962616701378e-15
28,45,0.0,Switzerland,Turkey,Goals,,0.9999660320317619,-0.9999660320317815,-9.769962616701378e-15
28,45,0.0,Switzerland,Turkey,Goals,,0.9999660320317619,-0.9999660320317815,-9.769962616701378e-15
28,45,0.0,Switzerland,Turkey,Goals,,0.9999660320317619,-0.9999660320317815,-9.769962616701378e-15
28,45,0.0,Switzerland,Turkey,Goals,,0.9999660320317619,-0.9999660320317815,-9.769962616701378e-15
28,45,0.0,Switzerland,Turkey,Goals,,0.9999660320317619,-0.9999660320317815,-9.769962616701378e-15
28,45,0.0,Switzerland,Turkey,Goals,,0.9999660320317619,-0.9999660320317815,-9.769962616701378e-15
28,45,0.0,Switzerland,Turkey,Goals,,0.9999660320317619,-0.9999660320317815,-9.769962616701378e-15
28,45,0.0,Switzerland,Turkey,Goals,,0.9999660320317619,-0.9999660320317815,-9.769962616701378e-15
28,45,0.0,Switzerland,Turkey,Goals,,0.9999660320317619,-0.9999660320317815,-9.769962616701378e-15
28,45,0.0,Switzerland,Turkey,Total Attempts,,0.9999660320317619,-0.9999660320317815,-9.769962616701378e-15
28,45,0.0,Switzerland,Turkey,Total Attempts,,0.9999660320317619,-0.9999660320317815,-9.769962616701378e-15
28,45,0.0,Switzerland,Turkey,Total Attempts,,0.9999660320317619,-0.9999660320317815,-9.769962616701378e-15
28,45,0.0,Switzerland,Turkey,Total Attempts,,0.9999660320317619,-0.9999660320317815,-9.769962616701378e-15
28,45,0.0,Switzerland,Turkey,Total Attempts,,0.9999660320317619,-0.9999660320317815,-9.769962616701378e-15
28,45,0.0,Switzerland,Turkey,Total Attempts,,0.9999660320317619,-0.9999660320317815,-9.769962616701378e-15
